PLAYER_ID,PLAYER_NAME,TEAM_ID,GP,MIN,composite_iq_percentile,iq_rank
1630215,Jared Butler,1610612755,60,17.4,52.1,117
1631093,Jaden Ivey,1610612765,30,29.9,52.0,118
1629028,Deandre Ayton,1610612757,40,30.1,51.7,119
1628366,Lonzo Ball,1610612741,35,22.2,51.6,120
203081,Damian Lillard,1610612749,58,36.1,51.3,121
1629661,Cameron Johnson,1610612751,57,31.6,51.2,122
1630163,LaMelo Ball,1610612766,47,32.0,51.2,123
1627936,Alex Caruso,1610612760,54,19.3,51.0,124
1629656,Quentin Grimes,1610612755,75,26.8,51.0,125
1628449,Chris Boucher,1610612761,50,17.2,50.9,126
1630245,Ayo Dosunmu,1610612741,46,30.3,50.9,127
1630567,Scottie Barnes,1610612761,65,32.8,50.7,128
1631107,Nikola Jović,1610612748,46,25.1,50.6,129
1641774,Tristan Vukcevic,1610612764,35,14.6,50.5,130
1626171,Bobby Portis,1610612749,49,25.4,50.4,131
1630551,Justin Champagnie,1610612764,62,21.6,50.3,132
202699,Tobias Harris,1610612765,73,31.6,49.9,133
1630183,Jaden McDaniels,1610612750,82,31.9,49.8,134
1630595,Cade Cunningham,1610612765,70,35.0,49.7,135
1630174,Aaron Nesmith,1610612754,45,24.9,49.6,136
1630178,Tyrese Maxey,1610612755,52,37.7,49.6,137
1642274,Yves Missi,1610612740,73,26.8,49.5,138
201942,DeMar DeRozan,1610612758,77,35.9,49.4,139
203482,Kelly Olynyk,1610612740,44,20.2,49.4,140
1642271,Kyle Filipowski,1610612762,72,21.1,49.2,141
1631197,Jared Rhoden,1610612761,14,16.2,49.1,142
1630241,Sam Merrill,1610612739,71,19.7,49.1,143
202331,Paul George,1610612755,41,32.5,49.0,144
203935,Marcus Smart,1610612764,34,20.0,48.9,145
1628378,Donovan Mitchell,1610612739,71,31.4,48.9,146
1630188,Jalen Smith,1610612741,64,15.0,48.8,147
1630543,Isaiah Jackson,1610612754,5,16.8,48.6,148
1630529,Herbert Jones,1610612740,20,32.4,48.3,149
1629130,Duncan Robinson,1610612748,74,24.1,48.2,150
1630170,Devin Vassell,1610612759,64,31.0,48.2,151
1630193,Immanuel Quickley,1610612761,33,27.8,47.9,152
1629640,Keldon Johnson,1610612759,77,23.9,47.9,153
1630703,Scoot Henderson,1610612757,66,26.7,47.8,154
1628381,John Collins,1610612762,40,30.5,47.7,155
1642449,Tolu Smith,1610612765,1,22.4,47.7,156
1627749,Dejounte Murray,1610612740,31,32.6,47.4,157
1630552,Jalen Johnson,1610612737,36,35.7,47.3,158
1630288,Jeff Dowtin Jr.,1610612755,41,15.1,47.2,159
203501,Tim Hardaway Jr.,1610612765,77,28.0,47.1,160
1631170,Jaime Jaquez Jr.,1610612748,66,20.7,47.0,161
1629599,Amir Coffey,1610612746,72,24.3,46.7,162
1631099,Keegan Murray,1610612758,76,34.3,46.6,163
1629012,Collin Sexton,1610612762,63,27.9,46.4,164
1629630,Ja Morant,1610612763,50,30.4,46.4,165
1629023,P.J. Washington,1610612742,57,32.2,46.4,166
203994,Jusuf Nurkić,1610612766,51,20.8,46.3,167
1629675,Naz Reid,1610612750,80,27.5,45.8,168
1627736,Malik Beasley,1610612765,82,27.8,45.6,169
1630530,Trey Murphy III,1610612740,53,35.0,45.6,170
203468,CJ McCollum,1610612740,56,32.7,45.5,171
1630585,Marcus Garrett,1610612766,4,19.8,45.5,172
1631096,Chet Holmgren,1610612760,32,27.4,45.3,173
1627752,Taurean Prince,1610612749,80,27.1,45.3,174
1629052,Oshae Brissett,1610612755,6,23.7,45.3,175
1630208,Nick Richards,1610612756,57,22.0,45.2,176
203114,Khris Middleton,1610612764,37,22.8,45.0,177
1628991,Jaren Jackson Jr.,1610612763,74,29.8,45.0,178
1627777,Georges Niang,1610612737,79,21.5,44.8,179
1630532,Franz Wagner,1610612753,60,33.7,44.7,180
1641744,Zach Edey,1610612763,66,21.5,44.7,181
1628971,Bruce Brown,1610612740,41,22.5,44.6,182
203076,Anthony Davis,1610612742,51,33.4,44.5,183
1631106,Tari Eason,1610612745,57,24.9,44.5,184
1641878,Damion Baugh,1610612766,15,24.7,44.3,185
1641739,Toumani Camara,1610612757,78,32.7,44.3,186
1630540,Miles McBride,1610612752,64,24.9,44.2,187
1628976,Wendell Carter Jr.,1610612753,68,25.9,43.9,188
202685,Jonas Valančiūnas,1610612758,81,18.8,43.8,189
1630625,Dalano Banton,1610612757,67,16.7,43.4,190
1628368,De'Aaron Fox,1610612759,62,36.1,43.4,191
1627827,Dorian Finney-Smith,1610612747,63,28.9,43.2,192
203083,Andre Drummond,1610612755,40,18.8,43.0,193
1629632,Coby White,1610612741,74,33.1,43.0,194
1630557,Corey Kispert,1610612764,61,26.3,43.0,195
1630165,Killian Hayes,1610612751,6,27.1,42.8,196
1629673,Jordan Poole,1610612764,68,29.4,42.8,197
1630548,Johnny Juzang,1610612762,64,19.8,42.6,198
1642259,Alex Sarr,1610612764,67,27.1,42.3,199
201566,Russell Westbrook,1610612743,75,27.9,42.3,200
1629726,Garrison Mathews,1610612737,47,17.6,42.1,201
203957,Danté Exum,1610612742,20,18.6,41.9,202
1631301,Jaylen Sims,1610612766,6,18.6,41.8,203
201935,James Harden,1610612746,79,35.3,41.5,204
1627759,Jaylen Brown,1610612738,63,34.3,41.5,204
202692,Alec Burks,1610612748,49,17.6,41.4,206
1628970,Miles Bridges,1610612766,64,31.7,41.3,207
1626167,Myles Turner,1610612754,72,30.2,41.2,208
1629614,Andrew Nembhard,1610612754,65,28.9,40.9,209
1641729,Brice Sensabaugh,1610612762,71,20.2,40.9,210
203992,Bogdan Bogdanović,1610612746,54,25.0,40.8,211
1628370,Malik Monk,1610612758,65,31.6,40.8,212
1642276,Kel'el Ware,1610612748,64,22.2,40.7,213
202691,Klay Thompson,1610612742,72,27.3,40.7,214
1642419,Jamison Battle,1610612761,59,17.7,40.6,215
1629027,Trae Young,1610612737,76,36.0,40.5,216
1626162,Kelly Oubre Jr.,1610612755,60,34.6,40.2,217
1629018,Gary Trent Jr.,1610612749,74,25.6,40.1,218
1630527,Brandon Boston,1610612740,42,23.6,40.1,219
1641731,Bilal Coulibaly,1610612764,59,33.0,40.0,220
1642366,Quinten Post,1610612744,42,16.3,40.0,221
1641783,Tristan da Silva,1610612753,74,22.0,39.7,222
1631232,Keion Brooks Jr.,1610612740,14,23.7,39.7,223
203471,Dennis Schröder,1610612765,75,28.1,39.5,224
1631213,Tyrese Martin,1610612751,60,21.9,39.4,225
203915,Spencer Dinwiddie,1610612742,79,27.0,39.3,226
1641741,Ricky Council IV,1610612755,73,17.1,38.8,227
1630182,Josh Green,1610612766,68,27.8,38.8,228
1628415,Dillon Brooks,1610612745,75,31.8,38.7,229
1642272,Jared McCain,1610612755,23,25.7,38.7,230
203897,Zach LaVine,1610612758,74,35.2,38.7,230
1629631,De'Andre Hunter,1610612739,64,27.2,38.6,232
1629645,Kevin Porter Jr.,1610612749,75,19.8,38.6,233
1628997,Caleb Martin,1610612742,45,27.1,38.6,233
1626181,Norman Powell,1610612746,60,32.6,38.4,235
1631212,Peyton Watson,1610612743,68,24.3,38.4,236
1626156,D'Angelo Russell,1610612751,58,25.5,38.2,237
1642354,KJ Simpson,1610612766,36,23.4,38.0,238
1629022,Lonnie Walker IV,1610612755,20,23.8,37.9,239
1629006,Josh Okogie,1610612766,40,15.6,37.9,240
1630162,Anthony Edwards,1610612750,79,36.3,37.9,241
1631166,Drew Timme,1610612751,9,28.2,37.9,242
1631094,Paolo Banchero,1610612753,46,34.4,37.7,243
1642348,Justin Edwards,1610612755,44,26.2,37.7,244
1626179,Terry Rozier,1610612748,64,25.9,37.4,245
1627741,Buddy Hield,1610612744,82,22.7,37.0,246
1641810,Antonio Reeves,1610612740,44,15.0,36.9,247
1641715,Cam Whitmore,1610612745,51,16.2,36.8,248
1642264,Stephon Castle,1610612759,81,26.7,36.8,249
1642273,Kyshawn George,1610612764,68,26.5,36.8,250
203952,Andrew Wiggins,1610612748,60,30.7,36.7,251
1642267,Bub Carrington,1610612764,82,30.0,36.6,252
1629014,Anfernee Simons,1610612757,70,32.7,36.6,253
1630591,Jalen Suggs,1610612753,35,28.6,36.6,254
1630639,A.J. Lawson,1610612761,26,18.7,36.4,255
1630592,Jalen Wilson,1610612751,79,25.7,36.2,256
1642266,Ja'Kobe Walter,1610612761,52,21.2,36.1,257
1642347,Jamal Shead,1610612761,75,19.6,36.0,258
1630166,Deni Avdija,1610612757,72,30.0,35.9,259
1641787,Tosan Evbuomwan,1610612751,28,23.7,35.6,260
1630228,Jonathan Kuminga,1610612744,47,24.3,35.4,261
1642258,Zaccharie Risacher,1610612737,75,24.6,34.7,262
1629669,Jaylen Nowell,1610612740,8,21.0,34.5,263
203954,Joel Embiid,1610612755,19,30.2,34.5,264
1642268,Isaiah Collier,1610612762,71,25.9,34.0,265
1641718,Keyonte George,1610612762,67,31.5,33.9,266
1641710,Anthony Black,1610612753,78,24.2,33.9,267
1642261,Dalton Knecht,1610612747,78,19.2,33.7,268
1627742,Brandon Ingram,1610612761,18,33.1,33.6,269
203903,Jordan Clarkson,1610612762,37,26.0,33.2,270
1641706,Brandon Miller,1610612766,27,34.2,32.8,271
1631095,Jabari Smith Jr.,1610612745,57,30.1,32.6,272
1630544,Tre Mann,1610612766,13,24.5,32.3,273
1629004,Svi Mykhailiuk,1610612762,38,20.0,31.6,274
1630623,Tyson Etienne,1610612751,7,21.6,31.2,275
1630577,Julian Champagnie,1610612759,82,23.6,31.1,276
1628374,Lauri Markkanen,1610612762,47,31.4,31.1,277
1641720,Jalen Hood-Schifino,1610612755,15,21.0,30.9,278
1630570,Trendon Watford,1610612751,44,20.7,30.6,279
1641824,Matas Buzelis,1610612741,80,18.9,30.4,280
1642358,AJ Johnson,1610612764,29,22.0,30.2,281
1631124,Julian Strawther,1610612743,65,21.3,29.6,282
1641733,Nick Smith Jr.,1610612766,60,22.8,29.2,283
1631108,Max Christie,1610612742,78,27.3,29.2,284
203924,Jerami Grant,1610612757,47,32.4,29.0,285
1631101,Shaedon Sharpe,1610612757,72,31.3,28.9,286
1641772,Nae'Qwan Tomlin,1610612739,5,12.7,28.9,287
1630553,Keon Johnson,1610612751,79,24.4,28.6,288
1642377,Jaylen Wells,1610612763,79,25.9,28.5,289
1630172,Patrick Williams,1610612741,63,25.0,28.2,290
1630533,Ziaire Williams,1610612751,63,24.5,28.0,291
1631097,Bennedict Mathurin,1610612754,72,29.9,27.8,292
1641730,Noah Clowney,1610612751,46,22.7,27.4,293
1641711,Gradey Dick,1610612761,54,29.4,27.0,294
1630224,Jalen Green,1610612745,82,32.9,24.7,295
1630560,Cam Thomas,1610612751,25,31.2,22.6,296
1630702,Jaden Hardy,1610612742,57,15.9,21.5,297
1641722,Jordan Hawkins,1610612740,56,23.6,17.1,298
1628398,Kyle Kuzma,1610612749,65,29.8,16.8,299
1641713,GG Jackson,1610612763,29,15.8,12.8,300
